node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change
CP014,chokepoint,pagerank,60,55,0.010497200210671865,0.005189292644920822,0.4943501639270616,0.0,0.02219430924930111,-0.005818926119224111,0.005562989561878476
CP014,chokepoint,eigenvector,60,55,0.019740730192465174,0.022495361545372794,1.1395404995687055,0.0,0.1046336879614647,0.33280293452986937,0.01742113846121761
CP014,chokepoint,share_monthly_network_flow,60,55,0.007301493770881449,0.00548943561929761,0.7518236393201655,0.0,0.02415870594693167,0.15212491092963398,0.00556383144666058
CP015,chokepoint,node_throughput,60,60,1291323.0166666666,540436.7154770389,0.4185139647491806,159764.0,2625974.0,0.23794094761387458,536096.7966101695
CP015,chokepoint,total_voyages,60,60,7.85,3.2771680622870982,0.41747363850791064,1.0,16.0,0.25026225902134824,3.2033898305084745
CP015,chokepoint,total_route_exposure,60,60,6.866666666666666,2.7522974481218148,0.40082001671676915,1.0,14.0,0.2857576506803465,2.610169491525424
CP015,chokepoint,total_degree,60,60,4.616666666666666,1.1802278818547478,0.25564502856059523,2.0,8.0,0.5911448368924135,0.7966101694915254
CP015,chokepoint,total_strength,60,60,2582646.033333333,1080873.4309540777,0.4185139647491806,319528.0,5251948.0,0.23794094761387458,1072193.593220339
CP015,chokepoint,betweenness,60,60,0.0049782135810303085,0.00211337912884343,0.4245256043044336,0.0007527853056308341,0.013261050875729775,0.10813331627983024,0.001970193151246646
CP015,chokepoint,pagerank,60,60,0.01449260003848082,0.0030618245001691234,0.2112681293928869,0.009574896428052381,0.024399405681363038,0.16141854162678146,0.003131926517845375
CP015,chokepoint,eigenvector,60,60,0.0057517530215823705,0.01001868467020773,1.7418488993902383,0.0,0.054770034452784576,0.6050677532735456,0.00491863894349073
CP015,chokepoint,share_monthly_network_flow,60,60,0.014942652626349225,0.005165914252453182,0.34571601051233924,0.002943208821609111,0.026525899815350144,0.04448895977065369,0.005630114293505092
CP016,chokepoint,node_throughput,60,60,1235644.9666666666,449967.0955262217,0.3641556496119382,170000.0,2475112.0,0.5204392815898542,330420.33898305084
CP016,chokepoint,total_voyages,60,60,8.216666666666667,2.9578488900714954,0.35998160933933004,1.0,16.0,0.5656557661923445,2.016949152542373
CP016,chokepoint,total_route_exposure,60,60,6.833333333333333,2.4644363103321654,0.36064921614617057,1.0,13.0,0.441838957369467,2.0677966101694913
CP016,chokepoint,total_degree,60,60,8.516666666666667,2.432071493894131,0.2855661245276866,2.0,12.0,0.34622799163800927,2.305084745762712
CP016,chokepoint,total_strength,60,60,2471289.933333333,899934.1910524433,0.3641556496119382,340000.0,4950224.0,0.5204392815898542,660840.6779661017
CP016,chokepoint,betweenness,60,60,0.0019556242491625382,0.0009404739576055732,0.48090728983766423,0.00021312872975277067,0.005511566526936811,0.042399075818040505,0.0009609278762441036
